id,name,smiles,fpt
DB00194,Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0000000a01c018008008000088090620003800e00000c00000008c000000080000400100018000b00c00800c40019004000010000388010000081080101ec00c002000200000000019c00000802010018008002010000050278000400c000014100004004000000200000200100000700000020800460000c0280000000000c0
DB00195,Betaxolol,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,04000040000000082010010800010700000010c00200000002040000000000400000000000080840082000004000800000800002010000000124000100083008182000000200000004c0000000020201000100201800000007000080084000100000040180000000001200000080000000000200000600020000000000000640
DB00196,Fluconazole,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0000000400800208c010010002010600001804000000c014000000000000000000000100000909c008000008c00080000000000001001000002000800008000c051082000200028018400000003000008000000018000060230000408d40001000000000800000600000010001000021040000000006800ac000000000000740
DB00197,Troglitazone,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,04000000430013182010430a0011070400091001c2000800020410000000020000402910030948c10830000140009b400481a002002c008011200021000c200804800410220082000048000a000203010002010818040604050041400a40001800000800c0000021001a000014800040000003000006401b0000401083010600
DB00198,Oseltamivir,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0007004009007000001000008001070000180080000008000208018038000402110000000010008840200000410190010402801a01880000000014080008100810a240000000006060c12010000002010000002030040e801300800002100018100014000000140000c04200900000010c000200000404010402000000000210
DB00199,Erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,00050040010000000010050000010700803c00c000200000000028000800000000200000010000a00020000040009000140080280288000000000000002a900800a200000000000011c0a000000000010010002010000a00070000800800001000000400000000000000000034000020000002000004000a00e2000000000200
DB00201,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0000002a008018000008000002010700000800400000c000000080000000000006400100800000a00c00800c00000000000090000040000000280080000c000c008000000008800000400000000000008000010010000040218000410030000400040000c020000060000000000400000000400000460000c000000000000280
DB00202,Succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,00040000000000000000020080010700002000800000000000000000000000000000000000000000002000004000900004008000000000000000100800081008000600000000010010400000000000010000002000000a0013000000000000101000040000000000000000000000000000000202000400000000000000000200
DB00203,Sildenafil,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0481009e008044082100110815b10610010851600001c002060338000108030006400900900e18f0a130a00460008040088080020060280181220081020ca10c100020200680a00c00600c0040666041c500010238010060a58048602a70043806142002c0000005289308000004108c0840470420460c0241000802402506e0
DB00204,Dofetilide,CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1,04002002000008082010010a403106020000108000000000020000000000000800000080000808400820200440008000008004020000000181081041000a000810000000020000000000000000024200400000001824080032000000814000100000008080000000000400000000000d04000200000600020000000000010660
DB00205,Pyrimethamine,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,000080020000080100000180480d06100700000c000040080000a0000008080000400100000c08400000800440009800020000040030000020020000800c000400020800020020000440000040200000000000000c0001002080484000400110008420018008020000040200000000400001400c0046000340000800210200e0
DB00206,Reserpine,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,0005000b4900c808a010050b51010f10003c103000304002470420002200304900402980010908c808318004508190001400c89a01e1800001024465220c910c00820200060001261368240800060a014012012018238a38258040009950001400142400c0002001084a4200900000a0040003060086000ae006020022246e20
DB00207,Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,00010040010000000010050000010700803c00c000200000000028002800000000200000010000a000200000400190001400802a0388000000080000002a900810a200000000000011c0a000000002010010002010000a10070000800810001000000401000000000000020034000020000002000004000a00e2000000002a00
DB00208,Ticlopidine,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,0001800800000000001009041001060000100022000000000000008002001000000000800048084000200200c00088800200289e00200001020034000000400000002201020000280000400000008205000208005828918000004100814000100200a000c4000200000140008000010404000100000600023804000000c30601
DB00209,Trospium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,000000400100000000100100000107000008004000004010000000002100004000000100000808c0082000005001d0000100800200880000400400000008900808a200000200000004c02000000002010001002018000a30050000800850001000000401a0000000000000005000102000000280000600064002200000002600
DB00211,Midodrine,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,000000004a005008201001080001060000001080800040000200000000000a040000018000080840082000004000a08000008002200000000110000500082008900000000200000000080000000202000000000038200620020000018340001800000000c000000000080000000000000c000300000600034000400002000600
DB00213,Pantoprazole,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,00000002440000286010652a1010220110041070000062040608010400200008040201000001484d0100800442448000000058064844000081020041028ea00c840000080200230c8028082000064000421000021800aa202180001801488000002024009001800040000048c00000000200030400c6002840000000002502e4
DB00214,Torasemide,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,00000012000000000108410013b10e0000040000000020000800801000003000000020100000385000302004e20884000001880000000041806000400004000402042100220000000860000200006801411031000805a40020800000084000180004400080000101c20080200000048c00408400240600810000808000010360
DB00215,Citalopram,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,000000000100000000100102024507000010003108004010000004000500000000100900008808c0083000004081880000000000002110000000002002081008004000000200028000e00000401000010000052018000020010044000050001000000400a0002201000802005000000102000280000684024000000402000e00
DB00216,Eletriptan,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,0000000205804a0000120102419106100004110040000810000020000000000000410980010948c008702004600188001801080200640800822000400004000404000000020080040020240000002201c000010018208018208000009b5400190004200080000000080000401400000004400002000600021004020001012620
DB00218,Moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,0000400201809c086010432806010610a00410120000e074060080002020000002000100c0008be000200004500580000000880609603000010200c1000c400d00040400820040040820200000460201e010002038068a78608100058250801e000404408000000028008080100400810840820000078050c0040c3000002240
DB00220,Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,0001000845805e08201201001c1106000000008080008000020000002200100004000000020049e0006000007005b0000601880a0024210286180400200820081400000002000000020060000002030180020000390a8610038005010654001d00002000c000000000004200900000100800110000060011b006400003012220
DB00222,Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,00000010018090000110010002b10e000000004808000000080000042000340401000000011828c008202000e00194000400910200010041802000000000000022002008020005000241204000006201800221001825071000008000895000180001000088000000804000001000052c04000400200600030c0a000000012660
DB00224,Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,1005000a0180d6000010490214010610001c10c000000000000040002200100000000800000909e0093000044001b0000e00889200203003801c0480000e000c18020000020000040060201800000201c002010038048e30238040230250001800041800c00000000800400090000000084001020006081b2004400080002e00
DB00227,Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,00010040810400000000090080010300c0080040000000010000000000000402000000000110000800000200400090001402802800800000000004040008100c0082000000000020014020800000a0010000002000001a000100a0000000001200200400000000000040620080000000000002000000000a2402000000000000
DB00228,Enflurane,FC(F)OC(F)(F)C(F)Cl,001800000000000000100000000000000200000000000000000000000000000000000000000000000000000040008000000000000000000000000000000800080000000000000000009000000000000000000000000001000000000000c00000000000004800000000000000d000020002000200000000000000000000120600
DB00231,Temazepam,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,0000c002040400000020112008010600400400a00028004014000000012401000000030100090e45082800244000ec0002008004005080008006004000180008022488000200000108008000000000004010200028000740220020000040001000002080a0000000480800104504108008088098000684034000008022020600
DB00233,Aminosalicylicacid,NC1=CC(O)=C(C=C1)C(O)=O,00000002800008082000010080090200000000000002400002000000000008000000010000000840000000044000800000008002000000000000004000082008000000000200000000000000000204004000000008020a202000000000400004000000008000000000000000000000000000000000060000c000000000000000
DB00234,Reboxetine,[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1,04000000000002082010010880210600000010c002004000020000002000004000002900000808c008300000400080000080400200010000012c1009020da108182000000200000004c000020002020100010120180000201700008008c0101010000401800020000000000010800020000002000006000a4000000000000740
DB00238,Nevirapine,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,100042020080880040104103000006302006108408112040000040100210104000802100600000500128200440004800800088000130000000060001001c0006000400001300400c08a1800210a00004c11000001c048e00238128000064001c00840002001000800a0004b09001108000c0810802660801c0001000c00002a0
DB00239,Oxiconazole,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,0000800300000200000001000005060000090040100040200000000000000000001881a8000d08d10902800840018d00020018a40080040000000080000d001c0000200002a4000000404000008004108000140818008122210040008140001000002000800003044004000002000040040000080046000a400c000040020400
DB00240,Alclometasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,0003000281000000000000000008000000780000000000000000008002000402010000000010000000000400400050000402802800800000000004000008000800000000000020000341200000022001000000018000038001008000000008100020000008000000004040008000000800800000010000002402000000822800
DB00242,Cladribine,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,0000800a15c018000008000088090620001800600000c00000008c000000080000400100018000b00c00800c400190040300100803880100c0081480101c800c002000200000000019c000008020300180080020100001502580004008000014100004004000020200000200100000600000020800460000c0282000000200c0
DB00243,Ranolazine,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,04004002000000082010012804210600000010810200004002000000000000000000000000000a40002800044000a0000280c00200102001013200410208a008102400000200000008800000000202004010000038000600270020a30a4000120000000180000000000000100080108008008200000600090000400000000340
DB00244,Mesalazine,NC1=CC(C(O)=O)=C(O)C=C1,00000002000008082000010000010200000000000002400002000000000008000000010000000840000000044000800000008002000000000000004010082008000000000200000000000000800200004000000008020a202000000000400004000400008000000000040000000000000040000000060000c000000000000000
DB00246,Ziprasidone,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,0001c012000008020111252045010600200c1001000000000c000000080101000000009000080ac008280104c00099200300907e0050a00140020142001c000c0004000012000000082000000100420040100400382007882080202183410013000020008400060400040010008050800c008018200620030000200020c30600
DB00247,Methysergide,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,000000122910dc0001900302419106100004518000000000800822c000000402004008c0001909ea0830000441019000980289020061080000080042080e020c30000400828001440062041200000201400005001a208618238080019140001c012430008000000008482048c00000000440400000260c532404020002012620
DB00248,Cabergoline,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,0001000221005c000010010241810e100004110000000000000020042000240000500880000909e008300004500190009c00981a0061080000000040000e000c0000000002000104002024500000020140020100182d86382180000091500018000530008000000008080040108000000440000200060013041e020002402620
DB00250,Dapsone,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,0000000200802200000200000090020000040000000000000000000000000000000000000000084000002004200080000000000000000000802000400000000004001000000000000020000000002000c00000000800000020800000080000090000000000000000000000000080004000000200000600000000000000010020
DB00252,Phenytoin,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,00000000018030000010010000010e00000000000000000000000004030030040000000000080840092000004000b00005009800000000004000000000000000000040080200200000000000000000018002010038218600000000008140001800000000a000000000000000c00000000c000180000600032004600080000600
DB00253,Medrysone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,0001000081000000000000000000000000080000000000000000008000000402010000000010800000000000400010000402802800800000000004000008000800000000000000200241200000002001000000000000028001008000000000100020000000000000004040008000000000000000010000002402000000000000
DB00255,Diethylstilbestrol,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0000000000000008200003000001020000000000000000008200008000000402000008000018084008100100400080000000000200000000000000020000000800000400020000000000000000020001000001001800000000008001004000100100000080000000005220004000000000400000000200020400000000000400
DB00257,Clotrimazole,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,000080020080020000000100000106000008004000000000000000000100700000000100000808c00800800840008800020018040000000000000080000c00040000080002000000004000000000000080000c0018008100210000408140001000002000a00002000000000040000080040000800046000a440c000000020400
DB00259,Sulfanilamide,NC1=CC=C(C=C1)S(N)(=O)=O,00000012008020000100000000b0020000000010000000000000000000000000000000000000084000002004200080000000000000000001802000400000000000000000000000000000000000002000c00000000800000020000000084000080000000000000000000000000000004800000000200600000000000000010020
DB00260,Cycloserine,N[C@@H]1CONC1=O,00000000000000104000000000000400000000000040000000000000000000000000800000000000000000004000300190008800000000000000000002088018000000000000000000800000000c00000000000030080600030000000000081000000000400000400000000000000000400001000004000c0000000000000000
DB00261,Anagrelide,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,00008042090000000000010004010e0000000000001000000c00004402003000000004408001885a112000044400aa200600880640002009800204c000100098040148100200200601000040000000014001090028018700220000100240001000282000c81002004048000090000b20080001100086000108044020c0020300
